text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude,created_date,periodo,n_words,tweet_cleaned
"Las vacunas salvan miles de vidas. Para programar la vacunación pendiente en niños, adultos mayores y gestantes, in https://t.co/Xa6XfN2agG",False,675,,2020-04-28 23:30:30,True,,1255278244951097346,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Minsa_Peru,324,False,False,,,2020-04-28 23:30:30,202004,19,vacuna salvar mil vida programar vacunacion pendiente nino adulto mayor gestante in https tcoxaxfnar 
"#LaSaludNosUne Un total de 1.2 toneladas de equipos de protección personal, medicamentos y pruebas rápidas llegaron https://t.co/Uc95FJf8sx",False,339,,2020-04-28 23:04:27,True,,1255271689119846401,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Minsa_Peru,78,False,False,,,2020-04-28 23:04:27,202004,17,lasaludnosune total tonelada equipo proteccion personal medicamento prueba rapido llegar https tcoucfjfsx 
Ministro @victorzamora: Continuaremos con nuestros esfuerzos para que ninguna región se vea colapsada. Loreto sigue https://t.co/efNTYCWQ6l,False,79,Minsa_Peru,2020-04-28 22:16:26,True,1.2552596040507515e+18,1255259605367742464,138471254.0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Minsa_Peru,12,False,False,,,2020-04-28 22:16:26,202004,16,ministro victorzamor continuar esfuerzo ninguno region ver colapsado loreto seguir https tcoefntycwql 
Ministro @victorzamora: Dado el contexto de nuestro país no todas las personas fallecidas aparecen en los registros https://t.co/gi8ELbmnUD,False,81,Minsa_Peru,2020-04-28 22:16:25,True,1.2552596020416676e+18,1255259604050751493,138471254.0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Minsa_Peru,22,False,False,,,2020-04-28 22:16:25,202004,18,ministro victorzamor dado contexto pais todo persona fallecido aparecer registro https tcogielbmnud 
"Ministro @victorzamora: Negamos tajantemente que los datos del Minsa sean pocos transparentes o manipulados, estos https://t.co/dMsDUKdCqH",False,33,Minsa_Peru,2020-04-28 22:16:25,True,1.2552595998773084e+18,1255259602041667585,138471254.0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Minsa_Peru,9,False,False,,,2020-04-28 22:16:25,202004,16,ministro victorzamor negar tajantemente dato minsa poco transparente manipulado https tcodmsdukdcqh 
"Ministro @victorzamora: Anunciamos el lanzamiento de un nuevo portal de Cenares. Aquí, se informará de manera trans https://t.co/q4rh9pOxv1",False,15,Minsa_Peru,2020-04-28 22:16:24,True,1.255234473685287e+18,1255259599877308416,138471254.0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Minsa_Peru,5,False,False,,,2020-04-28 22:16:24,202004,18,ministro victorzamor anunciar lanzamiento nuevo portal cenar aqui informar manera trans https tcoqrhpoxv 
"EN VIVO | En conferencia de prensa, el ministro @victorzamora informa sobre las acciones del Minsa ante el #COVID19 https://t.co/Tk8k21WONK",False,319,,2020-04-28 20:36:34,True,,1255234473685286912,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Minsa_Peru,66,False,False,,,2020-04-28 20:36:34,202004,20,vivo conferencia prensa ministro victorzamor informar acción minsa covid https tcotkkwonk 
ACTUALIZACIÓN | Esta es la situación del coronavirus #COVID19 en Perú hasta las 00:00 horas del 28 de abril. https://t.co/1DcHizQU7x,False,2018,,2020-04-28 20:35:03,True,,1255234092934848512,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Minsa_Peru,1267,False,False,,,2020-04-28 20:35:03,202004,20,actualizacion situacion coronaviru covid peru hora abril https tcodchizqux 
"Esta mañana, el ministro @victorzamora informó, en sesión conjunta virtual del Congreso, sobre la adquisición de pr https://t.co/XhW4QG3Zpo",False,546,,2020-04-28 17:59:02,True,,1255194830680076289,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Minsa_Peru,84,False,False,,,2020-04-28 17:59:02,202004,18,manana ministro victorzamor informar sesion conjunto virtual congreso adquisicion pr https tcoxhwqgzpo 
"#AmaDonaVive ¦ ¡Gracias a tu solidaridad, seguimos salvando vidas! Encuéntranos en nuestros nuevos puntos de donaci https://t.co/1cJqPsu96n",False,371,,2020-04-28 14:32:58,True,,1255142969817968649,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Minsa_Peru,138,False,False,,,2020-04-28 14:32:58,202004,17,amadonavive gracias solidaridad seguir salvar vida encontrar nuevo punto donaci https tcocjqpsun 
¿Tienes dudas sobre la vacunación en niños? ¡No te pierdas nuestra transmisión en vivo este miércoles!  Déjanos tus https://t.co/9VfKEi5Ycr,False,211,,2020-04-28 01:21:54,True,,1254943895034757127,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Minsa_Peru,54,False,False,,,2020-04-28 01:21:54,202004,19,duda vacunacion nino perder transmision vivo miercoles dejar https tcovfkeiycr 
"Más peruanos se recuperan del #COVID19. Ya son 8425 las personas dadas de alta, cumplieron su tratamiento y período https://t.co/UyoboBJYqT",False,933,,2020-04-27 20:01:07,True,,1254863166648930304,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Minsa_Peru,187,False,False,,,2020-04-27 20:01:07,202004,20,peruano recuperar covid persona dado alto cumplir tratamiento periodo https tcouyobobjyqt 
ACTUALIZACIÓN | Esta es la situación del coronavirus #COVID19 en Perú hasta las 00:00 horas del 27 de abril. https://t.co/o4ZDAmj6qn,False,1882,,2020-04-27 18:35:03,True,,1254841505698758662,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Minsa_Peru,1237,False,False,,,2020-04-27 18:35:03,202004,20,actualizacion situacion coronaviru covid peru hora abril https tcoozdamjqn 
¿Cómo evitar contagiarme de coronavirus si salgo a comprar? Toma en cuenta las siguientes recomendaciones y compárt https://t.co/GmR9nYTHkO,False,532,,2020-04-27 15:43:16,True,,1254798275405905926,,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",Minsa_Peru,268,False,False,,,2020-04-27 15:43:16,202004,18,evitar contagiaryo coronaviru salir comprar tomar contar siguiente recomendación compart https tcogmrnythko 
Ministro @victorzamora: Se envió hasta el momento 41 millones de piezas de protección personal a nivel nacional. Pa https://t.co/8mGuhNNVsz,False,59,Minsa_Peru,2020-04-27 02:37:55,True,1.2546006349191946e+18,1254600636437536768,138471254.0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Minsa_Peru,9,False,False,,,2020-04-27 02:37:55,202004,19,ministro victorzamor enviar momento millón pieza proteccion personal nivel nacional pa https tcomguhnnvsz 
Ministro @victorzamora: Al inicio de la epidemia se contaba con 100 camas UCI y hoy contamos con más de 700 camas d https://t.co/RzGN7R7ZsN,False,95,Minsa_Peru,2020-04-27 02:37:55,True,1.2546006333967442e+18,1254600634919194626,138471254.0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Minsa_Peru,11,False,False,,,2020-04-27 02:37:55,202004,23,ministro victorzamor inicio epidemia contar cama uci hoy contar cama d https tcorzgnrzsn 
"Ministro @victorzamora: Estamos reubicando a personas que se encuentran hospitalizadas, por otras dolencias, en lug https://t.co/08bEAFfWw4",False,32,Minsa_Peru,2020-04-27 02:37:55,True,1.254600631584686e+18,1254600633396744192,138471254.0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Minsa_Peru,5,False,False,,,2020-04-27 02:37:55,202004,16,ministro victorzamor reubicar persona encontrar hospitalizado dolencia lug https tcobeaffar 
El ministro @victorzamora detalló en @PanoramaPTV sobre los avances en la lucha contra el #COVID19. https://t.co/nYM3qpsbza,False,181,,2020-04-27 02:37:54,False,,1254600631584686082,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Minsa_Peru,19,False,False,,,2020-04-27 02:37:54,202004,16,ministro victorzamor detallar panoramaptv avance lucha covid https tconymqpsbza 
¿Quiénes están en mayor riesgo de contraer #COVID19? Infórmate en el siguiente video y protégete del coronavirus. https://t.co/9ZImJGLiFj,False,315,,2020-04-26 22:05:58,True,,1254532195248738311,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Minsa_Peru,174,False,False,,,2020-04-26 22:05:58,202004,18,mayor riesgo contraer covid informate siguiente video proteger coronaviru https tcozimjglifj 
El ministro @victorzamora entregó 110 000 máscarillas de uso comunitario al ministro de @MinjusDH_Peru. Estas  será https://t.co/UPYDtbiTWy,False,407,,2020-04-26 21:10:15,True,,1254518173367447558,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Minsa_Peru,77,False,False,,,2020-04-26 21:10:15,202004,17,ministro victorzamor entregar mascarilla uso comunitario ministro minjusdhperu https tcoupydtbitwy 
Ministro @victorzamora: Trabajamos para fortalecer el primer nivel de atención. La estrategia es que los afectados https://t.co/fncol9VZq0,False,50,Minsa_Peru,2020-04-26 20:09:38,True,1.2545029195520655e+18,1254502921791832065,138471254.0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Minsa_Peru,9,False,False,,,2020-04-26 20:09:38,202004,17,ministro victorzamor trabajar fortalecer primero nivel atencion estrategia afectado https tcofncolvzq 
Ministro @victorzamora: Hemos reclutado a 21 050 profesionales de salud en toda la patria. Los vamos a movilizar de https://t.co/kkwyl1sFru,False,73,Minsa_Peru,2020-04-26 20:09:38,True,1.254502907061457e+18,1254502919552065543,138471254.0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Minsa_Peru,17,False,False,,,2020-04-26 20:09:38,202004,20,ministro victorzamor reclutado profesional salud todo patria ir movilizar https tcokkwylsfru 
"Ministro @victorzamora: Se destacó a Loreto 29 profesionales de la salud, entre ellos médicos y enfermeras. Todos l https://t.co/4RKC8jLyLf",False,12,Minsa_Peru,2020-04-26 20:09:35,True,1.2545028984505344e+18,1254502907061456897,138471254.0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Minsa_Peru,8,False,False,,,2020-04-26 20:09:35,202004,19,ministro victorzamor destacar loreto profesional salud medico enfermera l https tcorkcjlylf 
"El ministro @victorzamora informó sobre el fortalecimiento de la estrategia para la atención de pacientes #COVID19, https://t.co/w5sxoaSXP8",False,149,,2020-04-26 20:09:33,True,,1254502898450534401,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Minsa_Peru,22,False,False,,,2020-04-26 20:09:33,202004,17,ministro victorzamor informar fortalecimiento estrategia atencion paciente covid https tcowsxoasxp 
Informamos sobre el número de camas de la Unidad de Cuidados Intensivos en el país. Actualizado hasta las 6:00 a. m https://t.co/EoPQ9QrsZe,False,835,,2020-04-26 19:57:45,True,,1254499931068530694,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Minsa_Peru,304,False,False,,,2020-04-26 19:57:45,202004,22,informar numero cama unidad cuidado intensivo pais actualizado m https tcoeopqqrsze 
ACTUALIZACIÓN | Esta es la situación del coronavirus #COVID19 en Perú hasta las 00:00 horas del 26 de abril. https://t.co/pRXecnc2NZ,False,1768,,2020-04-26 18:26:05,True,,1254476861310210050,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Minsa_Peru,1152,False,False,,,2020-04-26 18:26:05,202004,20,actualizacion situacion coronaviru covid peru hora abril https tcoprxar 
#AmaConfíaYProtegeVacúnate | Conmemoramos los 18 años de la Vacunación en las Américas. Estamos trabajando para pro https://t.co/kEHziOuF16,False,180,,2020-04-26 00:32:20,True,,1254206641676877825,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Minsa_Peru,50,False,False,,,2020-04-26 00:32:20,202004,17,amaconfiayprotegevacunate conmemorar ano vacunacion americo trabajar pro https tcokehziouf 
¡El trabajo de todos es importante! Gracias a la labor que realiza el Centro Nacional de Abastecimiento de Recursos https://t.co/9Vd4KEQamt,False,346,,2020-04-25 23:37:12,True,,1254192767095447558,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Minsa_Peru,74,False,False,,,2020-04-25 23:37:12,202004,20,trabajo importante gracias labor realizar centro nacional abastecimiento recurso https tcovdkeqamt 
Ministro @victorzamora: Actuamos bajo una estrategia que se llama #LaSaludNosUne. En estos momentos el Minsa tiene https://t.co/lvqMC6KeMb,False,75,Minsa_Peru,2020-04-25 22:59:52,True,1.2541833662802616e+18,1254183373221826560,138471254.0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Minsa_Peru,17,False,False,,,2020-04-25 22:59:52,202004,17,ministro victorzamor actuar bajo estrategia llamar lasaludnosune momento minsa https tcolvqmckemb 
"Ministro @victorzamora: El virus es altamente contagioso, está escondido en el cuerpo mientras contamina y es agres https://t.co/jluiIUF3p5",False,80,Minsa_Peru,2020-04-25 22:59:50,True,1.2541833574261596e+18,1254183366280261639,138471254.0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Minsa_Peru,19,False,False,,,2020-04-25 22:59:50,202004,18,ministro victorzamor virus altamente contagioso escondido cuerpo mientras contaminar agre https tcojluiiufp 
Ministro @victorzamora: Se incrementó el número de camas de cuidados intensivos de 100 a 700. Al haber reducido el https://t.co/YGCRjQRzMy,False,40,Minsa_Peru,2020-04-25 22:59:48,True,1.2541833484377661e+18,1254183357426159618,138471254.0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Minsa_Peru,3,False,False,,,2020-04-25 22:59:48,202004,20,ministro victorzamor incremento numero cama cuidado intensivo haber reducido https tcoygcrjqrzmy 
"El ministro @victorzamora informó sobre la estrategia del Gobierno frente al #COVID19 y cómo actúa este virus, en e https://t.co/EGe4reqmB8",False,200,,2020-04-25 22:59:46,True,,1254183348437766144,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Minsa_Peru,21,False,False,,,2020-04-25 22:59:46,202004,20,ministro victorzamor informar estrategia gobierno frente covid actuar virus https tcoegereqar 
ACTUALIZACIÓN | Esta es la situación del coronavirus #COVID19 en Perú hasta las 00:00 horas del 25 de abril. https://t.co/eb1Xh5LeBz,False,2618,,2020-04-25 18:31:04,True,,1254115729097572353,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Minsa_Peru,1667,False,False,,,2020-04-25 18:31:04,202004,20,actualizacion situacion coronaviru covid peru hora abril https tcoebxhlir 
"#LaSaludNosUne El ministro @victorzamora y el alcalde de la @munijesusmaria, Jorge Quintana, lanzaron el plan Merca https://t.co/EnIWuPDLJE",False,257,,2020-04-25 14:52:48,True,,1254060797166333954,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Minsa_Peru,37,False,False,,,2020-04-25 14:52:48,202004,17,lasaludnosune ministro victorzamor alcalde munijesusmaria jorge quintana lanzar plan merca https tcoeniwupdlje 
#DíaMundialDeLaMalaria | El #Minsa renueva su compromiso para asegurar la calidad del diagnóstico y tratamiento de https://t.co/U5RWWqitCa,False,158,,2020-04-25 14:50:57,True,,1254060332340953089,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Minsa_Peru,56,False,False,,,2020-04-25 14:50:57,202004,17,diamundialdelamalariria minsa renovar compromiso asegurar calidad diagnostico tratamiento https tcourwwqitca 
"#LaSaludNosUne Hoy, 21 médicos viajan a la región Loreto para apoyar en la atención de pacientes con #COVID19. El m https://t.co/snedwl7Slc",False,1408,,2020-04-25 13:53:54,True,,1254045977159372805,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Minsa_Peru,254,False,False,,,2020-04-25 13:53:54,202004,21,lasaludnosune hoy medico viajar region loreto apoyar atencion paciente covid m https tcosnedwlslc 
Ministro @victorzamora: Nuestra vida estará marcada por la distancia porque el virus seguirá siendo contagioso. La https://t.co/9rPj5FVKA0,False,58,Minsa_Peru,2020-04-25 01:56:20,True,1.253865390872187e+18,1253865396681261062,138471254.0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Minsa_Peru,11,False,False,,,2020-04-25 01:56:20,202004,17,ministro victorzamor vida marcado distancia virus seguir ser contagioso https tcorpjfvka 
Ministro @victorzamora: En algunos lugares los sistemas de salud empiezan a llegar a sus límites. Sin todo el esfue https://t.co/p0xFpDkoyN,False,42,Minsa_Peru,2020-04-25 01:56:19,True,1.2538653834859807e+18,1253865390872186887,138471254.0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Minsa_Peru,6,False,False,,,2020-04-25 01:56:19,202004,20,ministro victorzamor lugar sistema salud empezar llegar limite esfue https tcopxfpdkoyn 
Ministro @victorzamora: Vivimos una epidemia de características que no se veían en muchos años. Una de gran magnitu https://t.co/9QYRCPdldR,False,11,Minsa_Peru,2020-04-25 01:56:17,True,1.2538653769387008e+18,1253865383485980672,138471254.0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Minsa_Peru,4,False,False,,,2020-04-25 01:56:17,202004,19,ministro victorzamor vivir epidemia caracteristica ver ano gran magnitu https tcoqyrcpdldr 
"En entrevista con @rppnoticias, el ministro @victorzamora informó sobre la situación actual del sistema de salud y https://t.co/Kvh9qrEd1H",False,114,,2020-04-25 01:56:16,True,,1253865376938700800,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Minsa_Peru,14,False,False,,,2020-04-25 01:56:16,202004,18,entrevista rppnoticia ministro victorzamor informar situacion actual sistema salud https tcokvhqredh 
"En la estrategia contra el #COVID19, participamos todos. El ministro @victorzamora se reunió con la Asociación de M https://t.co/bZl1Bb2ihN",False,158,,2020-04-24 23:24:31,True,,1253827189776285696,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Minsa_Peru,26,False,False,,,2020-04-24 23:24:31,202004,19,estrategia covid participar ministro victorzamor reunir asociacion m https tcobzlbir 
"Estos equipos, que salvarán vidas, fueron entregados por el Servicio de Electrónica Selec que es integrado por prof https://t.co/EjHlN4lmS1",False,209,Minsa_Peru,2020-04-24 21:05:12,True,1.2537921248537723e+18,1253792126799937549,138471254.0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Minsa_Peru,26,False,False,,,2020-04-24 21:05:12,202004,19,equipo salvar vida entregar servicio electronica selec integrado prof https tcoejhlnlms 
"Hoy, recibimos 8 de los 74 ventiladores mecánicos que son reparados para su posterior puesta en funcionamiento en l https://t.co/5X63YgznjL",False,853,,2020-04-24 21:05:11,True,,1253792124853772291,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Minsa_Peru,137,False,False,,,2020-04-24 21:05:11,202004,20,hoy recibir ventilador mecanico reparar posterior puesta funcionamiento l https tcoxygznjl 
"Continuamos las capacitaciones a los profesionales de la salud, esta vez en Ucayali. Biólogos, médicos, obstetras y https://t.co/sKNTiQF7uw",False,211,,2020-04-24 19:29:13,True,,1253767974739152896,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Minsa_Peru,42,False,False,,,2020-04-24 19:29:13,202004,18,continuar capacitación profesional salud vez ucayali biologo medico obstetra https tcoskntiqfuw 
"Ante el aumento de personas con coronavirus en Piura, reforzamos<U+0001F4AA> las acciones en esta región con el envío de 12 00 https://t.co/DUQV7scUR2",False,429,,2020-04-23 00:30:00,True,,1253118892840534023,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Minsa_Peru,75,False,False,,,2020-04-23 00:30:00,202004,22,aumento persona coronaviru piura reforzar ufaa acción region enviar https tcoduqvscur 
"Para la atención de pacientes con #COVID19 en Ucayali, se hizo entrega de equipos biomédicos al gobierno regional. https://t.co/lT5TZ7bMte",False,225,,2020-04-22 22:15:22,True,,1253085010330083331,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Minsa_Peru,31,False,False,,,2020-04-22 22:15:22,202004,19,atencion paciente covid ucayali hacer entrega equipo biomedico gobierno regional https tcolttzbmttar 
"Nuestros equipos técnicos están presentes en las regiones. Hoy, en Chimbote, inspeccionaron la ampliación del Hospi https://t.co/lxXjId0MMl",False,144,,2020-04-22 20:58:42,True,,1253065717915754500,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Minsa_Peru,18,False,False,,,2020-04-22 20:58:42,202004,17,equipo tecnico presente región hoy chimbote inspeccionar ampliacion hospi https tcolxxjidmml 
ACTUALIZACIÓN | Esta es la situación del coronavirus #COVID19 en Perú hasta las 00:00 horas del 22 de abril. https://t.co/j4vOSltUyM,False,2305,,2020-04-22 18:53:14,True,,1253034141773422599,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Minsa_Peru,1572,False,False,,,2020-04-22 18:53:14,202004,20,actualizacion situacion coronaviru covid peru hora abril https tcojvosltuym 
"Conoce cómo elaborar mascarillas para protegerte del coronavirus, en el siguiente <U+0001F4F9>video | #PerúEstáEnNuestrasManos https://t.co/fiFGHNL0oV",False,435,,2020-04-22 15:24:20,False,,1252981569956073475,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Minsa_Peru,251,False,False,,,2020-04-22 15:24:20,202004,15,conocer elaborar mascarilla proteger coronaviru siguiente uff video peruestaennuestrasmanos https tcofifghnlov 
Ministro @victorzamora: Si una persona muestra los síntomas de coronavirus es tratado como un paciente #COVID19 has https://t.co/WYG4q62gr2,False,59,Minsa_Peru,2020-04-22 02:28:36,True,1.2527863486432707e+18,1252786350081953792,138471254.0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Minsa_Peru,16,False,False,,,2020-04-22 02:28:36,202004,18,ministro victorzamor persona mostrar sintoma coronaviru tratar paciente covid https tcowygqgr 
Ministro @victorzamora: Tomaremos las medidas legales necesarias y trabajaremos en opciones para tener acceso a est https://t.co/Vir4oyHqO7,False,48,Minsa_Peru,2020-04-22 02:28:35,True,1.2527863475989258e+18,1252786348643270657,138471254.0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Minsa_Peru,8,False,False,,,2020-04-22 02:28:35,202004,17,ministro victorzamor tomar medida legal necesario trabajar opción tener acceso este https tcoviroyhqo 
"Ministro @victorzamora: Entorno a la adquisición de las mascarillas N95, se hizo un contrato formal con un proveedo https://t.co/LRcaSmS2Cv",False,18,Minsa_Peru,2020-04-22 02:28:35,True,1.252786345250095e+18,1252786347598925825,138471254.0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Minsa_Peru,4,False,False,,,2020-04-22 02:28:35,202004,19,ministro victorzamor entorno adquisicion mascarilla n hacer contrato formal proveedo https tcolrcasmscv 
"Ministro @victorzamora: Todos los que conformamos el sector salud, estamos haciendo el mayor esfuerzo. Esto junto a https://t.co/vXBLociLH5",False,15,Minsa_Peru,2020-04-22 02:28:35,True,1.2527863426285978e+18,1252786345250095105,138471254.0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Minsa_Peru,4,False,False,,,2020-04-22 02:28:35,202004,18,ministro victorzamor conformar sector salud hacer mayor esfuerzo junto https tcovxblocilh 
Ministro @victorzamora: Se logró que la epidemia se duplique cada 5 días y trabajamos para que este número sea mayo https://t.co/jDVqmtVRUc,False,30,Minsa_Peru,2020-04-22 02:28:34,True,1.2527863412948582e+18,1252786342628597761,138471254.0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Minsa_Peru,5,False,False,,,2020-04-22 02:28:34,202004,21,ministro victorzamor logro epidemia duplicar cada dia trabajar numero mayo https tcojdvqmtvrar 
El ministro @victorzamora informó en entrevista en @atvpe sobre los avances en la lucha contra el #COVID19. https://t.co/oFU0yd5hW0,False,152,,2020-04-22 02:28:34,False,,1252786341294858241,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Minsa_Peru,23,False,False,,,2020-04-22 02:28:34,202004,18,ministro victorzamor informar entrevista atvpe avance lucha covid https tcoofuydhw 
#EjercicioEnCasa ¿Listo para entrenar? Compartimos contigo una nueva rutina. https://t.co/URLF2CDBV8,False,462,,2020-04-22 00:33:50,False,,1252757471464210432,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Minsa_Peru,167,False,False,,,2020-04-22 00:33:50,202004,10,ejercicioencaso listo entrenar compartir tú nuevo rutina https tcourlfcdbv 
"Tras una reunión de trabajo, la jefa del Comando de Operaciones #COVID19, Pilar Mazzetti, el ministro de https://t.co/7p9rWj9hY9",False,235,,2020-04-21 23:48:45,True,,1252746124605218818,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Minsa_Peru,56,False,False,,,2020-04-21 23:48:45,202004,18,tras reunion trabajo jefa comando operación covid pilar mazzetti ministro https tcoprwjhy 
"#YoMeQuedoEnCasa La aplicación de vacunas en menores de 5 años<U+0001F476>, gestantes<U+0001F930> y adultos mayores de 60 años<U+0001F468><U+200D><U+0001F9B3>continua https://t.co/kyadIFZT6r",False,422,,2020-04-21 21:24:38,True,,1252709855175073797,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Minsa_Peru,146,False,False,,,2020-04-21 21:24:38,202004,18,yomequedoencaso aplicacion vacuna menor ano uf gestante uf adulto mayor ano uf udo ufb continuo https tcokyadifztr 
"En su segundo día de trabajo en la región Áncash, personal del Minsa continúa con la asistencia técnica a la Direcc https://t.co/kdKb0vtLLz",False,105,,2020-04-21 20:55:49,True,,1252702603709947910,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Minsa_Peru,15,False,False,,,2020-04-21 20:55:49,202004,22,segundo dia trabajo region ancash personal minsa continuo asistencia tecnica direcc https tcokdkbvtllz 
"Además, se informó de la llegada de 4000 pruebas rápidas a la región, en los próximos días, así como la de un equip https://t.co/0XXnv6bPbR",False,57,Minsa_Peru,2020-04-21 20:27:19,True,1.252695431328473e+18,1252695432800743431,138471254.0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Minsa_Peru,5,False,False,,,2020-04-21 20:27:19,202004,24,ademas informar llegada prueba rapido region proximo dia asi equip https tcoxxnvbpbr 
"¡Fortalecemos el trabajo conjunto con las regiones! La jefa del del Comando #COVID19, Pilar Mazzetti y el ministro https://t.co/2GdadQvjpI",False,148,,2020-04-21 20:27:19,True,,1252695431328473089,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Minsa_Peru,19,False,False,,,2020-04-21 20:27:19,202004,19,fortalecer trabajo conjunto región jefa comando covid pilar mazzetti ministro https tcogdadqvjpi 
Ministro @victorzamora: En esta región se cumplen las reglas de aislamiento y contención social como en buena parte https://t.co/grUDUB7qyI,False,46,Minsa_Peru,2020-04-21 18:21:01,True,1.2526636446195057e+18,1252663646481715202,138471254.0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Minsa_Peru,10,False,False,,,2020-04-21 18:21:01,202004,19,ministro victorzamor region cumplir regla aislamiento contener social buen parte https tcogrudubqyi 
